Symbol	Articles	Cytogenetic Position
PNOC	2	
POLD4	2	
POLE4	2	
PON3	2	
POU5F1	2	
PPAN	2	
PPBP	2	
PPOX	2	
PPP1R15A	2	
PPP5C	2	
PRCP	2	
PRDX1	2	
PRDX5	2	
PRKAG3	2	
PRKAR1A	2	
PRKCDBP	2	
PRKCE	2	
PRKCQ	2	
PRLR	2	
PROCR	2	
PRTN3	2	
PSEN1	2	
PSMA5	2	
PSMC6	2	
PTGDS	2	
PTK2	2	
PTPN6	2	
PTPRF	2	
PTPRVP	2	
RAD50	2	
RAI1	2	
RBP1	2	
RBP2	2	
REPIN1	2	
RGL1	2	
RICTOR	2	
RIT2	2	
RLN3	2	
RLS	2	
ROCK1	2	
RORC	2	
RPS6	2	
RRAD	2	
RYR1	2	
S100A1	2	
S100A12	2	
S100A4	2	
S100B	2	
SAA3P	2	
SAG	2	
SCAP	2	
SCN5A	2	
SCNN1A	2	
SEPP1	2	
SERPINE2	2	
SF1	2	
SFRP1	2	
SFTPA1	2	
SFTPA2	2	
SFTPD	2	
SIK1	2	
SIRPA	2	
SIRT2	2	
SIRT6	2	
SLC10A2	2	
SLC25A13	2	
SLC27A2	2	
SLC30A10	2	
SLC35A2	2	
SLC38A2	2	
SLC38A7	2	
SLC4A1	2	
SLC7A1	2	
SLC8A1	2	
SMAD2	2	
SMAD3	2	
SMAD5-AS1	2	
SNCA	2	
SORD	2	
SORL1	2	
SOX2	2	
SPAG8	2	
SPARC	2	
SRF	2	
SRR	2	
SSB	2	
STAT4	2	
STK24	2	
STK39	2	
STUB1	2	
SUCNR1	2	
SULF2	2	
SULT2A1	2	
SUMO1	2	
SYMPK	2	
SYNM	2	
TACR1	2	
TAGLN	2	
TAP1	2	
TBCA	2	
TBX21	2	
TDD	2	
TEP1	2	
TERF2IP	2	
TGFA	2	
TGFBI	2	
TGFBR1	2	
TGM2	2	
THRB	2	
TJAP1	2	
TLR5	2	
TM7SF2	2	
TNFRSF13C	2	
TNFRSF25	2	
TNMD	2	
TNPO1	2	
TOR1A	2	
TPH1	2	
TRIB1	2	
TRPC4	2	
TRPM3	2	
TRPV3	2	
TSC2	2	
TSLP	2	
TSPAN8	2	
TTPA	2	
UBE2I	2	
UBL5	2	
UBXN11	2	
UCHL1	2	
UGT1A	2	
UGT1A1	2	
UGT1A3	2	
UGT1A4	2	
UGT1A6	2	
UGT1A9	2	
UMOD	2	
VAMP2	2	
VAV1	2	
WAS	2	
WNK4	2	
WNT1	2	
WNT10B	2	
WNT5A	2	
WNT7A	2	
ZFP69	2	
ZIC3	2	
ZKSCAN1	2	
A1BG	1	
A2BP1	1	
AANAT	1	
AATF	1	
AAVS1	1	
ABCA2	1	
ABCA3	1	
ABCB11	1	
ABCB4	1	
ABCC1	1	
ABCD1	1	
ABCE1	1	
ABCG4	1	
ABR	1	
ACAT2	1	
ACF	1	
ACOT1	1	
ACOT7	1	
ACSL4	1	
ACSM1	1	
ACSM2A	1	
ACSM3	1	
ACT	1	
ACTA2	1	
ACTC1	1	
ACTN4	1	
ACTR3	1	
ACVR1B	1	
ACVR1C	1	
ACVR2B	1	
ADAM11	1	
ADAM28	1	
ADAMTS9	1	
ADAMTSL4	1	
ADCY1	1	
ADCYAP1R1	1	
ADORA1	1	
ADORA2A	1	
AFMID	1	
AGPAT9	1	
AGR2	1	
AGR3	1	
AGTRAP	1	
AHCY	1	
AHI1	1	
AIFM1	1	
AIM2	1	
AIRE	1	
AKAP1	1	
AKAP10	1	
AKAP13	1	
AKT3	1	
ALAD	1	
ALAS1	1	
ALDH18A1	1	
ALDH7A1	1	
ALOX12	1	
ALOX15	1	
ALX4	1	
AMACR	1	
AMPD1	1	
AMPH	1	
ANGPTL1	1	
ANGPTL5	1	
ANXA1	1	
ANXA2	1	
AOM	1	
AP5Z1	1	
APCDD1	1	
APCS	1	
APEH	1	
APLNR	1	
APPL2	1	
AQP2	1	
AQP3	1	
ARAP1	1	
ARHGAP9	1	
ARHGEF12	1	
ARHGEF28	1	
ARHGEF3	1	
ARHGEF5	1	
ARIH1	1	
ARL15	1	
ARMS2	1	
ARNT	1	
ARSA	1	
ARSE	1	
ARSF	1	
AS3MT	1	
ASAH1	1	
ASCC2	1	
ASCL1	1	
ASMD	1	
ASPA	1	
ATD	1	
ATG5	1	
ATIC	1	
ATL1	1	
ATP10D	1	
ATP1A1	1	
ATP1A2	1	
ATP1A3	1	
ATP1B1	1	
ATP2A1	1	
ATP5J	1	
ATP5S	1	
ATP6AP2	1	
ATP8A2	1	
ATP8B1	1	
AVPR1A	1	
B3GAT2	1	
B4GALNT1	1	
B4GALNT2	1	
BAMBI	1	
BANF1	1	
BAZ1B	1	
BBC3	1	
BBOX1	1	
BBS1	1	
BBS9	1	
BCKDK	1	
BCL2A1	1	
BCL2L1	1	
BCL6	1	
BCL7B	1	
BDKRB2	1	
BGN	1	
BHMT	1	
BIN1	1	
BMP1	1	
BMP2K	1	
BMP6	1	
BMP8B	1	
BMPR2	1	
BPI	1	
BRCA2	1	
BRD8	1	
BTC	1	
C11ORF96	1	
C12ORF57	1	
C18ORF8	1	
C1QB	1	
C1QTNF1	1	
C1QTNF5	1	
C1R	1	
C1S	1	
C3AR1	1	
C7	1	
CA3	1	
CA6	1	
CA7	1	
CACNA1D	1	
CACNA1E	1	
CACNA1G	1	
CACNA2D1	1	
CACNA2D3	1	
CACNB1	1	
CALCRL	1	
CALR	1	
CALU	1	
CAPN3	1	
CAPNS1	1	
CARD9	1	
CASD1	1	
CASP8AP2	1	
CASP9	1	
CAV3	1	
CBFA2T2	1	
CBX1	1	
CCDC6	1	
CCDC80	1	
CCKBR	1	
CCL13	1	
CCL18	1	
CCL21	1	
CCL22	1	
CCL7	1	
CCL8	1	
CCNA2	1	
CCNL1	1	
CCR7	1	
CCT2	1	
CD19	1	
CD200R1	1	
CD5L	1	
CD6	1	
CD69	1	
CD72	1	
CD79B	1	
CD80	1	
CD83	1	
CD9	1	
CD96	1	
CDH16	1	
CDH22	1	
CDH4	1	
CDK11B	1	
CDK9	1	
CDKN1C	1	
CDKN2B-AS1	1	
CDT1	1	
CDX2	1	
CEACAM1	1	
CEACAM4	1	
CEACAM6	1	
CEBPG	1	
CELA1	1	
CELF1	1	
CENPV	1	
CERS4	1	
CES1	1	
CFP	1	
CHD2	1	
CHGB	1	
CHMP2B	1	
CHRFAM7A	1	
CIITA	1	
CLEC10A	1	
CLEC11A	1	
CLEC3B	1	
CLEC7A	1	
CLIP2	1	
CLMP	1	
CLPS	1	
CLSTN1	1	
CMPK1	1	
CNTN4	1	
COL1A2	1	
COL26A1	1	
COL4A5	1	
COL5A2	1	
COL6A3	1	
COPA	1	
COX4I1	1	
COX5B	1	
COX6C	1	
COX7A1	1	
COX8BP	1	
CPA1	1	
CPAT1	1	
CPB1	1	
CPM	1	
CRBN	1	
CRG	1	
CRHR2	1	
CRIP1	1	
CRIP3	1	
CROT	1	
CRTC1	1	
CRYGC	1	
CRYGD	1	
CRYGEP	1	
CRYZ	1	
CSE	1	
CSF2RA	1	
CSNK2A1	1	
CSPG4	1	
CSRP1	1	
CSRP3	1	
CST8	1	
CTCF	1	
CTNNBL1	1	
CTSA	1	
CTSK	1	
CUL7	1	
CX3CR1	1	
CXCL11	1	
CXCR2	1	
CYP2A13	1	
CYP2B7P1	1	
CYP4F3	1	
CYP7B1	1	
CYR61	1	
CYTB	1	
CYTL1	1	
DACH1	1	
DAPK2	1	
DBC1	1	
DBH	1	
DBN1	1	
DCAF8	1	
DCD	1	
DDX53	1	
DEFB1	1	
DEFB103A	1	
DEFB4A	1	
DEFB4B	1	
DENR	1	
DFFA	1	
DGCR8	1	
DGKD	1	
DGKQ	1	
DHFR	1	
DHRS2	1	
DHS	1	
DICER1	1	
DLL4	1	
DMD	1	
DMRT1	1	
DNAJA2	1	
DNAJB1	1	
DNAJB1P1	1	
DNAJB6	1	
DNAJB9	1	
DNAJC14	1	
DNASE1	1	
DNASE2	1	
DNMT3A	1	
DPYSL2	1	
DPYSL5	1	
DRD1	1	
DROSHA	1	
DSP	1	
DUSP12	1	
DUSP6	1	
DUSP9	1	
E2F1	1	
EBF1	1	
EBM	1	
ECD	1	
ECH1	1	
ECHS1	1	
EEF1B2	1	
EEF2	1	
EFNB3	1	
EGO	1	
EHHADH	1	
EHMT2	1	
EID1	1	
EIF2AK2	1	
EIF4A2	1	
EIF4EBP2	1	
EIF5A	1	
ELAVL3	1	
ELF4	1	
ELMO2	1	
ELOVL5	1	
EMP1	1	
ENOX2	1	
ENTPD1	1	
EPB41L4B	1	
EPHA4	1	
EPM2A	1	
EPS15	1	
ERBB4	1	
ERP29	1	
ERP44	1	
ERRFI1	1	
ETFA	1	
ETS1	1	
ETV5	1	
EWSR1	1	
EXOC4	1	
F11	1	
FABP6	1	
FABP9	1	
FAM111B	1	
FAM132A	1	
FANCB	1	
FAT1	1	
FCGR1A	1	
FCGR3A	1	
FCGR3B	1	
FEM1B	1	
FES	1	
FFAR3	1	
FGF13	1	
FGF20	1	
FGL1	1	
FHA2	1	
FLAD1	1	
FLNB	1	
FLOT1	1	
FMN1	1	
FN3K	1	
FOCAD	1	
FOLH1	1	
FOLH1B	1	
FOXA1	1	
FOXA3	1	
FOXD3	1	
FOXL1	1	
FOXO4	1	
FOXQ1	1	
FRZB	1	
FTL	1	
FTMT	1	
FURIN	1	
FXR1	1	
GAB1	1	
GABBR1	1	
GABRQ	1	
GADD45A	1	
GADD45B	1	
GALNS	1	
GALR1	1	
GALR2	1	
GALR3	1	
GAP43	1	
GARS	1	
GAS6	1	
GATM	1	
GBE1	1	
GCHFR	1	
GCNT2	1	
GCNT3	1	
GCSH	1	
GDF6	1	
GDNF	1	
GFPT2	1	
GGPS1	1	
GH2	1	
GIF	1	
GIMAP5	1	
GJA1	1	
GJA4	1	
GJB6	1	
GJD2	1	
GLA	1	
GLDC	1	
GLI2	1	
GLIS1	1	
GLMN	1	
GLP2R	1	
GLTSCR2	1	
GLYB	1	
GMDS	1	
GNA12	1	
GNAQ	1	
GNAT1	1	
GNAT2	1	
GNAT3	1	
GNB5	1	
GNE	1	
GNMT	1	
GOLPH3	1	
GP2	1	
GPD1	1	
GPLD1	1	
GPR162	1	
GPR39	1	
GRAP2	1	
GRB14	1	
GRB2	1	
GRIA1	1	
GRIK2	1	
GRIP1	1	
GRK1	1	
GRM5	1	
GRN	1	
GSS	1	
GTDC2	1	
GUCA2A	1	
GUCA2B	1	
GUCY2C	1	
GYG1	1	
GYPB	1	
H2AFY	1	
HABP2	1	
HAMP	1	
HAS1	1	
HAVCR2	1	
HBB	1	
HBG2	1	
HCFC1	1	
HCRTR1	1	
HCRTR2	1	
HDAC2	1	
HELLS	1	
HEY2	1	
HFE2	1	
HIRA	1	
HIST1H4A	1	
HIST1H4B	1	
HIST1H4C	1	
HIST1H4D	1	
HIST1H4E	1	
HIST1H4F	1	
HIST1H4H	1	
HIST1H4I	1	
HIST1H4J	1	
HIST1H4K	1	
HIST1H4L	1	
HIST2H4A	1	
HIST2H4B	1	
HIST4H4	1	
HLA-A	1	
HLA-DOA	1	
HLA-DPB1	1	
HLA-DRA	1	
HM13	1	
HMG20A	1	
HMGCS2	1	
HNRNPM	1	
HNRNPU	1	
HOXA3	1	
HPX	1	
HRC	1	
HRG	1	
HRH1	1	
HSD17B1	1	
HSD17B6	1	
HSD3B1	1	
HSD3B2	1	
HSPA9	1	
HSR	1	
HTA	1	
HTL	1	
HTN1	1	
HTR1B	1	
HTR6	1	
HTRA1	1	
HTT	1	
HYOU1	1	
ICAM2	1	
ICOSLG	1	
ID2	1	
ID3	1	
IDDM10	1	
IDDM7	1	
IDI1	1	
IDUA	1	
IFIT3	1	
IFNB1	1	
IFNGR2	1	
IFNL3	1	
IFRD1	1	
IGF2BP1	1	
IGF2BP3	1	
IGHA1	1	
IK	1	
IKBKG	1	
IL11	1	
IL12A	1	
IL17F	1	
IL18BP	1	
IL19	1	
IL1F10	1	
IL23R	1	
IL32	1	
IL4R	1	
IL5RA	1	
IL7R	1	
IL9	1	
ILK	1	
IMMT	1	
ING1	1	
INHBB	1	
IP6K1	1	
IRAK3	1	
IRF3	1	
ITK	1	
ITM2B	1	
IV	1	
IVD	1	
JAG1	1	
JAG2	1	
JAK1	1	
KAT2A	1	
KAT2B	1	
KAT5	1	
KCNA2	1	
KCNA3	1	
KCNA4	1	
KCNAB1	1	
KCNB1	1	
KCND1	1	
KCNE2	1	
KCNE3	1	
KCNG2	1	
KCNIP2	1	
KCNJ15	1	
KCNN2	1	
KCTD15	1	
KDM3A	1	
KDM4A	1	
KDM6B	1	
KFM	1	
KIAA0101	1	
KIAA1303	1	
KIAA1967	1	
KIF11	1	
KIF22	1	
KIF2C	1	
KIF5A	1	
KIF5C	1	
KIF6	1	
KIN	1	
KIR2DL1	1	
KIR2DL3	1	
KLF1	1	
KLF10	1	
KLF11	1	
KLF4	1	
KLF5	1	
KLP6	1	
KRAS	1	
KREMEN1	1	
KRT14	1	
KRT31	1	
KRT7	1	
LACTB	1	
LAMB1	1	
LAMP1	1	
LAMP3	1	
LAMP5	1	
LAT	1	
LCP1	1	
LDHB	1	
LDLRAP1	1	
LGALS2	1	
LGALS9	1	
LGI1	1	
LHX3	1	
LHX4	1	
LIFR	1	
LIN9	1	
LMF1	1	
LOC100128922	1	
LOXL3	1	
LPXN	1	
LRAT	1	
LRRN1	1	
LSR	1	
LUM	1	
LY75	1	
LYPD1	1	
LYPLA2	1	
LYPLA2P1	1	
MAG	1	
MAGEE1	1	
MAP2K2	1	
MAP2K3	1	
MAP2K5	1	
MAP2K7	1	
MAP3K11	1	
MAP3K13	1	
MAP3K5	1	
MAP3K7	1	
MAP3K9	1	
MAPK11	1	
MAPK12	1	
MARCKS	1	
MARK1	1	
MARK2	1	
MARK3	1	
MAST2	1	
MAT1A	1	
MAX	1	
MBTPS1	1	
MBTPS2	1	
MCF2L	1	
MCHR2	1	
MDFIC	1	
MED23	1	
MEDAG	1	
MEF2C	1	
MEOX2	1	
MFAP5	1	
MFGE8	1	
MGAT2	1	
MGAT4A	1	
MGLL	1	
MGST3	1	
MIR15A	1	
MIR197	1	
MIR23A	1	
MLXIP	1	
MMP11	1	
MMP19	1	
MOGAT1	1	
MOS	1	
MPG	1	
MPHOSPH6	1	
MPZ	1	
MRC1	1	
MRGPRF	1	
MRI	1	
MRPL28	1	
MRPS22	1	
MRPS7	1	
MSC	1	
MSRB1	1	
MT-CO1	1	
MT-ND2	1	
MT1DP	1	
MTAP	1	
MTMR9	1	
MTUS1	1	
MUC16	1	
MUC2	1	
MUL1	1	
MUTYH	1	
MYBPC3	1	
MYBPH	1	
MYF5	1	
MYL1	1	
MYL2	1	
MYLK	1	
MYLK2	1	
MYLK3	1	
MYOCD	1	
MYOM2	1	
MZB1	1	
NANOG	1	
NANOS2	1	
NANS	1	
NASP	1	
NAT2	1	
NAV1	1	
NBEAL2	1	
NBPF16	1	
NCAM1	1	
NCF2	1	
NCF4	1	
NCOA3	1	
ND4	1	
NDP	1	
NDRG1	1	
NDUFS3	1	
NEB	1	
NEDD9	1	
NEGR1	1	
NEIL2	1	
NEIL3	1	
NES	1	
NF2	1	
NFATC3	1	
NFATC4	1	
NFKB2	1	
NFKBIB	1	
NFYA	1	
NFYC	1	
NGFRAP1	1	
NIN	1	
NKX2-3	1	
NLGN2	1	
NLK	1	
NLRC4	1	
NLRP2	1	
NMS	1	
NMUR1	1	
NNT	1	
NOD1	1	
NOX1	1	
NPR3	1	
NPTXR	1	
NPY1R	1	
NQO2	1	
NR1H2	1	
NR2F2	1	
NRP1	1	
NRXN3	1	
NSF	1	
NT3	1	
NTHL1	1	
NTSR1	1	
NUCB1	1	
NUDT11	1	
NUTF2	1	
NXT1	1	
OA2	1	
OAT	1	
OBP2A	1	
OCA2	1	
ODC1	1	
ONECUT1	1	
OPA1	1	
OR13G1	1	
ORMDL3	1	
OSBPL11	1	
OSBPL2	1	
OSBPL8	1	
OSBPL9	1	
OSR1	1	
OTC	1	
OTUD4	1	
OXA1L	1	
OXCT1	1	
OXT	1	
P2RY1	1	
PABPC4	1	
PADI1	1	
PAF1	1	
PAK7	1	
PALD1	1	
PAM	1	
PANX1	1	
PARK2	1	
PAX3	1	
PAX7	1	
PCBD1	1	
PCP4	1	
PCSK1N	1	
PCSK2	1	
PCSK4	1	
PCTP	1	
PDC	1	
PDE11A	1	
PDE4A	1	
PDGFA	1	
PDGFRB	1	
PDHX	1	
PDIA2	1	
PDK3	1	
PDPN	1	
PDZK1	1	
PDZK1IP1	1	
PEPD	1	
PES1	1	
PEX2	1	
PF4	1	
PFKFB3	1	
PFKL	1	
PFKM	1	
PFKP	1	
PGD	1	
PGDS	1	
PGM1	1	
PGPEP1	1	
PHB	1	
PHF2	1	
PHOX2A	1	
PIGQ	1	
PIH	1	
PIK3R5	1	
PIM1	1	
PIP4K2A	1	
PIP4K2B	1	
PITPNC1	1	
PITX2	1	
PKN2	1	
PLA2G16	1	
PLAGL2	1	
PLAUR	1	
PLCB1	1	
PLCB4	1	
PLOD3	1	
PLP1	1	
PLSCR3	1	
PMCH	1	
PMEL	1	
PMEPA1	1	
PML	1	
PMM2	1	
PMP22	1	
PMPS	1	
PNLIP	1	
PNPLA5	1	
PNPLA8	1	
POLD3	1	
POLR2A	1	
POLR2D	1	
POT1	1	
POU1F1	1	
PPM1L	1	
PPP1R10	1	
PPP1R1C	1	
PPP1R2	1	
PPP1R3B	1	
PPP1R3C	1	
PPP1R3D	1	
PPP2CA	1	
PPP3CA	1	
PPP4R1	1	
PPRC1	1	
PPT1	1	
PR@	1	
PRB1	1	
PRDM1	1	
PRDX3	1	
PRDX4	1	
PRDX6	1	
PREX1	1	
PRKAR2B	1	
PRKD1	1	
PRKG2	1	
PRM2	1	
PRMT1	1	
PRMT5	1	
PROC	1	
PRODH	1	
PROP1	1	
PROX1	1	
PROZ	1	
PRPF6	1	
PRSS3	1	
PSAT1	1	
PSMA2	1	
PSMA3	1	
PSMB8	1	
PSME1	1	
PTAFR	1	
PTBP1	1	
PTBP2	1	
PTCH1	1	
PTGER1	1	
PTGER4	1	
PTGES2	1	
PTGIS	1	
PTMS	1	
PTPN4	1	
PTPRE	1	
PTPRN2	1	
PTPRZ1	1	
PVR	1	
PYCARD	1	
QKI	1	
QRFP	1	
QRFPR	1	
RAB2A	1	
RAB5A	1	
RABGEF1	1	
RAD1	1	
RAF1	1	
RALBP1	1	
RAP1A	1	
RAPGEF3	1	
RARB	1	
RARS	1	
RBFOX2	1	
RBM47	1	
RBMX	1	
RDH5	1	
REG1B	1	
REL	1	
RELN	1	
RFC1	1	
RGS2	1	
RHOC	1	
RHOG	1	
RIC3	1	
RIN2	1	
RLN1	1	
RNF112	1	
RNF5	1	
RNPC3	1	
ROCK2	1	
ROR1	1	
RP1	1	
RPA1	1	
RPE	1	
RPE65	1	
RPIA	1	
RPL13A	1	
RPN2	1	
RPS19	1	
RPS19BP1	1	
RS1	1	
RTEL1	1	
RUNX1T1	1	
RUNX3	1	
RXFP2	1	
RXFP3	1	
RXRG	1	
S100A3	1	
S1PR1	1	
S1PR2	1	
S1PR3	1	
S1PR4	1	
S1PR5	1	
SALL1	1	
SAMD4A	1	
SAR1A	1	
SAR1B	1	
SCAF11	1	
SCARB2	1	
SCARNA14	1	
SCG3	1	
SCLY	1	
SCN4A	1	
SCN9A	1	
SCNN1G	1	
SDHD	1	
SEC16B	1	
SEC61A1	1	
SECISBP2	1	
SEL1L	1	
SEPHS1	1	
SEPT1	1	
SEPT3	1	
SEPT6	1	
SEPT8	1	
SERPINA10	1	
SERPINA2P	1	
SERPINA5	1	
SERPINB6	1	
SERPINC1	1	
SESN2	1	
SETD7	1	
SETD8P1	1	
SETMAR	1	
SFMBT1	1	
SFN	1	
SFTPC	1	
SGCA	1	
SGIP1	1	
SGK2	1	
SGK3	1	
SGMS1	1	
SGMS2	1	
SGPP1	1	
SHC2	1	
SHH	1	
SIK2	1	
SIM2	1	
SIRT4	1	
SIX3	1	
SLA	1	
SLC12A5	1	
SLC13A1	1	
SLC13A3	1	
SLC14A2	1	
SLC15A1	1	
SLC16A3	1	
SLC19A1	1	
SLC19A2	1	
SLC20A1	1	
SLC22A11	1	
SLC22A3	1	
SLC22A6	1	
SLC24A5	1	
SLC25A14	1	
SLC25A18	1	
SLC25A22	1	
SLC25A3	1	
SLC25A4	1	
SLC25A40	1	
SLC26A3	1	
SLC26A6	1	
SLC27A3	1	
SLC27A5	1	
SLC2A10	1	
SLC2A12	1	
SLC2A14	1	
SLC2A4RG	1	
SLC2A8	1	
SLC30A1	1	
SLC31A1	1	
SLC36A1	1	
SLC37A2	1	
SLC37A4	1	
SLC38A1	1	
SLC38A4	1	
SLC39A1	1	
SLC3A2	1	
SLC40A1	1	
SLC4A4	1	
SLC5A7	1	
SLC7A2	1	
SLC7A5	1	
SLC9A1	1	
SLC9A8	1	
SLCO2A1	1	
SLPI	1	
SMAD4	1	
SMG8	1	
SMPD1	1	
SMS	1	
SMTN	1	
SNAP47	1	
SNRNP70	1	
SNRPB	1	
SNRPG	1	
SOAT2	1	
SOCS2	1	
SOCS6	1	
SOCS7	1	
SORBS1	1	
SORBS2	1	
SORBS3	1	
SORCS2	1	
SORCS3	1	
SOSTDC1	1	
SOX10	1	
SOX3	1	
SPESP1	1	
SPNS1	1	
SPTAN1	1	
SPTBN5	1	
SPTLC2	1	
SQRDL	1	
SRCIN1	1	
SRD5A2	1	
SRM	1	
SRPX2	1	
SRY	1	
SS18L1	1	
SSBP1	1	
ST14	1	
ST6GAL1	1	
STAR	1	
STAT6	1	
STC1	1	
STEAP1	1	
STEAP2	1	
STH	1	
STL	1	
STMN1	1	
STRA13	1	
STRA6	1	
STXBP1	1	
SUB1	1	
SUCLA2	1	
SUCLG1	1	
SUCLG2	1	
SULT1A3	1	
SULT1E1	1	
SULT2B1	1	
SULT4A1	1	
SYCN	1	
SYN1	1	
SYNPO	1	
T	1	
TAB2	1	
TAF1	1	
TAS2R14	1	
TAS2R62P	1	
TAS2R9	1	
TAX1BP3	1	
TBC1D9	1	
TBL1X	1	
TBL1XR1	1	
TBL1Y	1	
TBX15	1	
TBX19	1	
TBX5	1	
TBXAS1	1	
TCAG7.1213	1	
TCP1	1	
TERC	1	
TERF1	1	
TERF2	1	
TFF1	1	
TFF3	1	
TFPI2	1	
TGFB2	1	
TGFBR2	1	
THADA	1	
THBS2	1	
THG1L	1	
THM	1	
THY1	1	
TIAL1	1	
TIMM8A	1	
TIRAP	1	
TKT	1	
TLL1	1	
TLR3	1	
TLR9	1	
TM2D1	1	
TMEM158	1	
TMEM18	1	
TMEM245	1	
TMEM56	1	
TNDM	1	
TNFRSF11A	1	
TNFRSF4	1	
TNFRSF8	1	
TNFSF12	1	
TNKS	1	
TNKS2	1	
TNNT1	1	
TNNT2	1	
TNP1	1	
TNXA	1	
TP53BP2	1	
TPH2	1	
TPM1	1	
TPT1	1	
TRADD	1	
TRAF2	1	
TRAF3	1	
TRAP	1	
TREX1	1	
TRIM28	1	
TRIM72	1	
TRIT1	1	
TRNA	1	
TRNAC1	1	
TRNT1	1	
TRPM5	1	
TSC1	1	
TSC22D1	1	
TSHR	1	
TSPO	1	
TST	1	
TTC7A	1	
TTC7B	1	
TUB	1	
TUBA1A	1	
TWIST1	1	
TXNDC5	1	
TXNL1	1	
TYMP	1	
UBASH3B	1	
UBE2D1	1	
UBE2S	1	
UBE2V2	1	
UBN1	1	
UCK2	1	
UCN3	1	
UGCG	1	
UGGT1	1	
UGGT2	1	
UGT1A10	1	
UGT1A5	1	
UGT1A7	1	
UGT1A8	1	
ULK1	1	
UQCRC2	1	
USF2	1	
USP36	1	
UTRN	1	
VDAC1	1	
VEGFB	1	
VEGFC	1	
VGF	1	
VIPR1	1	
VIPR2	1	
VIT	1	
VKORC1	1	
VPS26A	1	
VTI1A	1	
VTLG	1	
WDR11	1	
WDTC1	1	
WISP1	1	
WLS	1	
WNT2	1	
WNT3	1	
WNT5B	1	
WWOX	1	
XCL2	1	
XRCC1	1	
XRCC6	1	
XRN1	1	
YWHAB	1	
YWHAE	1	
YWHAG	1	
YY1	1	
ZBTB16	1	
ZBTB2	1	
ZBTB20	1	
ZBTB42	1	
ZEB1	1	
ZFP36L1	1	
ZFR	1	
ZIC2	1	
ZMYND10	1	
ZNF410	1	
ZNF436	1	
ZNF44	1	
ZNF501	1	
ZNF569	1	
ZNF629	1	
ZNF763	1	
